booth_code,x,y
5E-H46,1112,136
5E-H40,1113,158
5E-H38,1113,176
5E-H34,1114,199
5E-H45,1086,129
5E-H43,1088,146
5E-H41,1086,163
5E-H39,1087,181
5E-H35,1086,204
5E-H26,1114,252
5E-H20,1114,313
5E-H18,1114,343
5E-H16,1111,361
5E-H14,1114,376
5E-H12,1114,395
5E-H10,1116,415
5E-H08,1114,430
5E-H02,1112,463
5E-H31,1085,221
5E-H29,1088,241
5E-G26,1079,268
5E-H19,1086,319
5E-H17,1087,344
5E-H15,1086,361
5E-H11,1085,400
5E-H07,1084,422
5E-G02,1080,464
5E-G08,1067,420
5E-G12,1071,389
5E-G16,1070,352
5E-G20,1069,316
5E-G30,1070,236
5E-G34,1068,203
5E-G38,1071,176
5E-G40,1069,159
5E-G42,1068,140
5E-G44,1069,124
5E-G46,1068,108
5E-G45,1042,109
5E-G43,1041,126
5E-G41,1042,141
5E-G39,1043,156
5E-G37,1040,180
5E-G33,1042,202
5E-G31,1044,222
5E-G29,1041,244
5E-G25,1039,270
5E-G21,1043,311
5E-G19,1042,328
5E-G17,1042,346
5E-G09,1041,377
5E-G07,1042,397
5E-G05,1040,422
5E-G03,1042,445
5E-G01,1041,473
5E-F02,1021,469
5E-F06,1024,436
5E-F10,1023,412
5E-F12,1026,395
5E-F14,1024,375
5E-F16,1024,356
5E-F18,1027,343
5E-F20,1025,319
5E-F26,1025,259
5E-F32,1022,209
5E-F38,1025,166
5E-F42,1025,140
5E-F44,1025,117
5E-F43,997,116
5E-F39,996,150
5E-F35,997,186
5E-F29,998,243
5E-F11,998,344
5E-F09,998,398
5E-F05,997,429
5E-E02,990,468
5E-E06,983,431
5E-E12,981,387
5E-E14,978,362
5E-E16,982,344
5E-E20,990,316
5E-E26,989,269
5E-E30,980,244
5E-E34,981,205
5E-E36,983,181
5E-E40,971,147
5E-E44,978,116
5E-E43,953,116
5E-E41,950,140
5E-E37,953,165
5E-E33,952,200
5E-E29,953,235
5E-E25,955,268
5E-E17,953,327
5E-E13,958,368
5E-E11,954,396
5E-E09,950,411
5E-E05,952,436
5E-E01,955,471
5E-D46,936,143
5E-D38,936,171
5E-D36,936,191
5E-D34,936,209
5E-D26,934,252
5E-D18,935,327
5E-D16,936,357
5E-D14,937,376
5E-D10,939,407
5E-D02,935,453
5E-D35,909,190
5E-D33,910,206
5E-D31,907,227
5E-D29,909,244
5E-D25,911,267
5E-D13,910,369
5E-D07,908,407
5E-C02,901,460
5E-C08,890,421
5E-C12,891,387
5E-C16,894,360
5E-C20,903,325
5E-C26,894,258
5E-C32,890,225
5E-C36,889,193
5E-C33,864,200
5E-C31,864,225
5E-C11,864,385
5E-B02,854,462
5E-B08,857,419
5E-B12,844,394
5E-B18,861,352
5E-B20,854,317
5E-B26,860,261
5E-B36,843,200
5E-B33,819,197
5E-B29,820,235
5E-B15,820,353
5E-B11,819,397
5E-B09,821,412
5E-B05,819,435
5E-A02,812,472
5E-A06,801,437
5E-A10,801,405
5E-A14,813,376
5E-A16,805,360
5E-A18,803,343
5E-A20,815,321
5E-A26,810,267
5E-A30,799,235
5E-A34,805,197
5D-D04,718,252
5D-C02,692,301
5D-C06,723,301
5D-C01,700,337
5D-C07,734,336
5D-B04,707,355
5D-B08,732,355
5C-G31,609,230
